Latitude,Longitude,Location,Country
37.02916667,122.1958333,25HW+M8 Wendeng District,25HW+M8 Wendeng District
23.39583333,116.5458333,9GWW+88 Chaoyang,9GWW+88 Chaoyang
-7.7375,113.4041667,7C73+2M Asembagus,7C73+2M Asembagus
16.5125,94.72083333,GP7C+28 Shangon,GP7C+28 Shangon
27.27916667,120.3041667,78H3+MM Qianqizhen,78H3+MM Qianqizhen
31.22916667,32.35416667,69H3+MM East of Al Tafreah,69H3+MM East of Al Tafreah
22.79583333,115.0541667,Q3W3+4H3 Shapu Brg,Q3W3+4H3 Shapu Brg
28.14583333,121.0208333,China,China
22.42916667,120.5208333,No. 130號,No. 130號
-7.754166667,109.0125,62W6+8X Tambakreja,62W6+8X Tambakreja
24.32083333,121.7708333,8QCC+88 Taiwan,8QCC+88 Taiwan
16.2375,94.8375,6RPP+XX Kyaut Mhaw,6RPP+XX Kyaut Mhaw
10.3375,123.9625,8XP6+JXG,8XP6+JXG
30.4125,49.25416667,C763+XM Bandar Imam Khomeini,C763+XM Bandar Imam Khomeini
14.2875,120.7125,7PP6+XX Ternate,7PP6+XX Ternate
13.97916667,98.2125,X6H6+MX Nyaungzin,X6H6+MX Nyaungzin
38.12916667,118.5958333,4HHW+M8 Diaokouxiang,4HHW+M8 Diaokouxiang
10.99583333,124.5625,XHW6+8X Ormoc,XHW6+8X Ormoc
-6.5875,108.5458333,CG6W+X8 Bungko,CG6W+X8 Bungko
27.25416667,120.2291667,763H+MM Diantouzhen,763H+MM Diantouzhen
-28.95416667,31.77916667,2QWH+8M Mtunzini,2QWH+8M Mtunzini
-3.845833333,114.6125,5J37+M2 Takisung,5J37+M2 Takisung
22.52083333,113.9541667,GXC3+CQR,GXC3+CQR
1.495833333,103.7958333,Jambatan Permas Jaya,Jambatan Permas Jaya
13.92083333,43.20416667,W6C3+8M Al Butays,W6C3+8M Al Butays
22.99583333,116.5208333,XGWC+88 Huilai County,XGWC+88 Huilai County
17.42916667,82.8875,CVHP+MX Kothapatnam,CVHP+MX Kothapatnam
35.12083333,-2.345833333,4MC3+8M Cherarba,4MC3+8M Cherarba
10.42083333,124.0041667,C2C3+8M Liloan,C2C3+8M Liloan
-6.8125,108.7125,5PP6+XX Kalipasung,5PP6+XX Kalipasung
39.8125,123.2791667,R76H+XM Qingduizhen,R76H+XM Qingduizhen
9.1625,125.5208333,5G6C+RP3,5G6C+RP3
22.27083333,91.8375,7RCP+PVW,7RCP+PVW
22.22083333,113.1291667,64CH+8M Xinhui District,64CH+8M Xinhui District
13.42083333,-89.1625,CRCQ+82 Amatecampo,CRCQ+82 Amatecampo
-3.479166667,119.2208333,G6CC+88 Buku,G6CC+88 Buku
7.979166667,79.82083333,XRHC+M8 Karamba,XRHC+M8 Karamba
22.3625,113.2958333,976W+X8 Zhongshan,976W+X8 Zhongshan
36.64583333,120.8708333,JVWC+88 Haiyang,JVWC+88 Haiyang
37.70416667,120.3958333,P93W+WFG,P93W+WFG
14.7625,120.8375,QR7P+2X Bulakan,QR7P+2X Bulakan
9.8375,79.10416667,R4Q3+2M Marungur,R4Q3+2M Marungur
-8.354166667,112.9541667,JXW3+8M Lebakharjo,JXW3+8M Lebakharjo
23.9125,68.1875,7JMCW56P+XX,7JMCW56P+XX
-3.395833333,112.5541667,Jl. Ais Nasution No.201A,Jl. Ais Nasution No.201A
-7.229166667,113.5041667,QGC3+8PC,QGC3+8PC
6.279166667,1.8375,7RHQ+M2 Grand Popo,7RHQ+M2 Grand Popo
-7.820833333,13.10416667,54H3+MM Ambriz,54H3+MM Ambriz
19.4125,-72.67916667,C86C+X8 Nan Piguel,C86C+X8 Nan Piguel
23.09583333,113.4541667,3FW3+CPC,3FW3+CPC
24.22916667,120.5041667,6GH3+MM Taiwan,6GH3+MM Taiwan
11.0125,75.8625,2V77+22 Pariyapuram,2V77+22 Pariyapuram
35.75416667,140.8041667,5558-1 Hasaki,5558-1 Hasaki
-31.10416667,30.17916667,V5WH+8M Mpahlane,V5WH+8M Mpahlane
14.49583333,120.9875,FXWQ+849,FXWQ+849
24.77916667,67.45416667,QFH3+MM Bin Qasim Town,QFH3+MM Bin Qasim Town
25.0875,118.8458333,3RQW+28 Huian,3RQW+28 Huian
-32.94583333,28.02916667,323H+MM East London,323H+MM East London
10.95416667,123.4041667,XC33+MM Sagay City,XC33+MM Sagay City
19.09583333,-96.09583333,3WW3+8M El Estero,3WW3+8M El Estero
12.1875,102.5708333,5HPC+X8 Nong Khan Song,5HPC+X8 Nong Khan Song
10.39583333,123.6458333,9JWW+88 Toledo City,9JWW+88 Toledo City
10.62083333,-61.02916667,JXCC+88 Sangre Grande Oropuche,JXCC+88 Sangre Grande Oropuche
10.82083333,79.85416667,RVC3+8M Nagapattinam,RVC3+8M Nagapattinam
30.77916667,-87.99583333,Q2H3+MM Mobile,Q2H3+MM Mobile
34.87083333,35.8875,VVCQ+C49,VVCQ+C49
1.595833333,103.2625,H7W6+8X Ayer Baloi,H7W6+8X Ayer Baloi
15.2875,42.80416667,7RP3+XM Ibn Abbas,7RP3+XM Ibn Abbas
31.44583333,30.82083333,CRWC+88 Sidi Salem,CRWC+88 Sidi Salem
13.52083333,100.2625,G7C6+7X7,G7C6+7X7
8.570833333,100.0041667,H2C3+8M Pak Phun,H2C3+8M Pak Phun
11.9375,75.35416667,W9P3+RX4 1st Dam Pappinisseri,W9P3+RX4 1st Dam Pappinisseri
-8.729166667,13.40416667,7CC3+8M Panguila,7CC3+8M Panguila
16.9125,120.4041667,WC63+XM Bangar,WC63+XM Bangar
-17.22083333,49.45416667,QFH3+MM Antakobola,QFH3+MM Antakobola
8.554166667,-12.9125,H33Q+M2 Matik,H33Q+M2 Matik
13.4375,-89.19583333,CRQ3+FG,CRQ3+FG
16.09583333,42.82916667,3RWH+8M Al Madasikah,3RWH+8M Al Madasikah
9.7875,-13.55416667,QCPW+X8 Dubreka,QCPW+X8 Dubreka
3.8125,-77.09583333,67M4RW63+XM,67M4RW63+XM
5.5375,118.7541667,6PQWGQP3+XM,6PQWGQP3+XM
19.92916667,110.6208333,WJHC+M8 Meilan District,WJHC+M8 Meilan District
5.895833333,117.5041667,6PQVVGW3+8M,6PQVVGW3+8M
14.92916667,42.9375,WWHP+MX Jabanah,WWHP+MX Jabanah
9.0125,126.2375,267Q+22 Bayabas,267Q+22 Bayabas
12.6625,101.2541667,261 Ariraj Soi 1,261 Ariraj Soi 1
20.74583333,72.8875,PVWP+8X Dholai Falia,PVWP+8X Dholai Falia
12.8375,74.85416667,RVQ3+2M Netravati River Area,RVQ3+2M Netravati River Area
30.27916667,120.6791667,7MHH+MM Yinongzhen,7MHH+MM Yinongzhen
-9.679166667,-35.7625,86CQ+82 Maceió,86CQ+82 Maceió
-7.545833333,-34.84583333,F533+MM Tejucopapo,F533+MM Tejucopapo
34.8875,119.1875,V5QQ+F25,V5QQ+F25
24.77916667,67.37083333,Q9HC+M8 Bin Qasim Town,Q9HC+M8 Bin Qasim Town
38.22083333,124.9125,6WC7+82 Ch'am-ch'on,6WC7+82 Ch'am-ch'on
-15.42916667,47.17916667,H5CH+8M Mahabo,H5CH+8M Mahabo
4.279166667,95.97083333,7XHC+P2M,7XHC+P2M
5.754166667,5.3375,Q83Q+M2 Harrison Point,Q83Q+M2 Harrison Point
-7.845833333,109.8958333,5V3V+RX3,5V3V+RX3
16.6875,-99.60416667,M9PW+X8 San José Guatemala,M9PW+X8 San José Guatemala
1.5125,103.3791667,Malaysia,Malaysia
10.3875,44.52083333,9GQC+28 Bulo Har,9GQC+28 Bulo Har
-0.854166667,42.0625,6HF443W6+8X,6HF443W6+8X
1.545833333,110.4708333,GFWC+88 Kuching,GFWC+88 Kuching
7.7125,122.8041667,PR73+2M Siay,PR73+2M Siay
22.2125,113.3041667,China,China
14.07083333,80.1375,34CP+JVG,34CP+JVG
25.07916667,121.1625,No. 856,No. 856
18.4875,-88.3125,FMPP+XX Chetumal,FMPP+XX Chetumal
22.9875,113.5708333,XHPC+X8 Panyu District,XHPC+X8 Panyu District
10.05416667,124.0625,3336+MX Inabanga,3336+MX Inabanga
39.2125,117.9291667,6W7H+2M Caijiabaoxiang,6W7H+2M Caijiabaoxiang
-7.454166667,107.1291667,G4WH+8M Sirnagalih,G4WH+8M Sirnagalih
-7.729166667,107.9125,7WC7+82 Ciheras,7WC7+82 Ciheras
19.09583333,72.82916667,17,17
-10.1625,124.2041667,R6Q3+2M Enoraen,R6Q3+2M Enoraen
-28.62916667,16.44583333,9CCW+88 Oranjemund,9CCW+88 Oranjemund
-12.59583333,-38.02916667,CX3C+M8 Mata de São João - State of Bahia,CX3C+M8 Mata de São João - State of Bahia
17.54583333,-88.27083333,GPWH+8M Ladyville,GPWH+8M Ladyville
11.95416667,124.7041667,XP33+MM Pagsanghan,XP33+MM Pagsanghan
4.3875,5.970833333,9XQC+28 Obogoro,9XQC+28 Obogoro
-31.67083333,29.45416667,8FH3+MM Mgazi,8FH3+MM Mgazi
43.1875,27.90416667,5WP3+XM Varna,5WP3+XM Varna
25.4625,59.3875,F97P+2X Poshti,F97P+2X Poshti
14.04583333,48.67916667,2MWH+8M As Sufal,2MWH+8M As Sufal
41.85416667,19.3625,V937+M2 Donji Štoj,V937+M2 Donji Štoj
-0.304166667,99.82916667,MRWH+8M Tiku Limo Jorong,MRWH+8M Tiku Limo Jorong
40.7625,129.3791667,Q96H+XM P'yong-ch'on,Q96H+XM P'yong-ch'on
36.77083333,3.454166667,QFC3+8M Corso,QFC3+8M Corso
8.970833333,-83.62916667,X9CC+88 Puntarenas Province,X9CC+88 Puntarenas Province
37.37916667,50.1875,95HP+MX Amir Abad,95HP+MX Amir Abad
45.72916667,37.7625,PQH6+MX Achuevo,PQH6+MX Achuevo
8.4875,81.1375,F4PP+XX Kinniya,F4PP+XX Kinniya
39.05416667,48.92083333,3W3C+M8 Qızılağac,3W3C+M8 Qızılağac
39.64583333,127.5041667,JGW3+8M Pokhung-ri,JGW3+8M Pokhung-ri
3.0625,101.3625,3967+X2 Klang,3967+X2 Klang
5.3875,5.554166667,9HQ3+2M Alokpa,9HQ3+2M Alokpa
-2.895833333,111.4375,4C3P+MX Tanjung Putri,4C3P+MX Tanjung Putri
25.5375,119.3541667,G9P3+XM Fuqing,G9P3+XM Fuqing
5.170833333,97.27083333,57CC+88 Kuala Kereutou,57CC+88 Kuala Kereutou
39.9125,119.5791667,WH7H+CM5,WH7H+CM5
38.75416667,48.8625,QV37+M2 Lankaran,QV37+M2 Lankaran
19.74583333,-72.14583333,PVW3+8M Defroille,PVW3+8M Defroille
19.29583333,-72.7125,77WQ+82 Modelle,77WQ+82 Modelle
21.7625,-105.5041667,QF7W+28 Boca de Camichín,QF7W+28 Boca de Camichín
16.00416667,42.82916667,2R3H+MM Al Madasikah,2R3H+MM Al Madasikah
15.47083333,42.77083333,FQCC+88 Al Khawbah,FQCC+88 Al Khawbah
-3.3875,101.8208333,JR6C+X8 Urai,JR6C+X8 Urai
22.19583333,90.42916667,5CWH+8M Atkhali,5CWH+8M Atkhali
41.3125,2.1375,Carrer de Cal Malet,Carrer de Cal Malet
1.570833333,9.645833333,HJCW+88 Mbini,HJCW+88 Mbini
-6.8375,109.1041667,5463+XM Muarareja,5463+XM Muarareja
-36.8125,-73.15416667,5RPW+X8 Hualpén,5RPW+X8 Hualpén
11.3875,43.3875,99QP+2X Saylac,99QP+2X Saylac
46.62083333,32.09583333,J3CW+88 Oleksandrivka,J3CW+88 Oleksandrivka
52.2125,4.404166667,Noordduinseweg 7,Noordduinseweg 7
33.72083333,-7.345833333,PMC3+8M Mohammedia,PMC3+8M Mohammedia
-2.304166667,119.1375,M4WP+8X Sampaga,M4WP+8X Sampaga
7.979166667,123.7041667,XPH3+MM Lala,XPH3+MM Lala
4.429166667,95.8125,CRH6+MX Panton,CRH6+MX Panton
15.27083333,120.0125,72C6+8X Botolan,72C6+8X Botolan
11.7375,79.7875,PQPQ+X2 Cuddalore,PQPQ+X2 Cuddalore
-8.220833333,146.1625,Q5H7+M2 Kukipi,Q5H7+M2 Kukipi
-3.6375,39.8625,9V67+X2 Kilifi,9V67+X2 Kilifi
10.92083333,123.0291667,W2CH+8M Enrique B. Magalona,W2CH+8M Enrique B. Magalona
59.65416667,28.27083333,M73C+M8 Ust-Luga,M73C+M8 Ust-Luga
7.170833333,100.4125,5CC7+82 Bang Riang,5CC7+82 Bang Riang
36.72083333,121.3375,P8CP+8X Haiyang,P8CP+8X Haiyang
2.804166667,111.7375,RP3Q+M2 Kampung Sekerang Igan,RP3Q+M2 Kampung Sekerang Igan
34.45416667,35.84583333,FR3V+CWX,FR3V+CWX
-29.70416667,31.09583333,73WW+88 Blackburn,73WW+88 Blackburn
15.8875,39.32916667,V8QH+2M Wik'ro,V8QH+2M Wik'ro
24.14583333,121.6625,4MW7+82 Taiwan,4MW7+82 Taiwan
-0.8125,103.4541667,5FP3+XM Tungkal Harapan,5FP3+XM Tungkal Harapan
12.07916667,109.1791667,35HH+MPC,35HH+MPC
41.44583333,19.47083333,CFWC+88 Rrushkull,CFWC+88 Rrushkull
9.504166667,-13.5125,GF3Q+M2 Womdima,GF3Q+M2 Womdima
-23.0125,-43.6125,X9PP+XX Guaratiba,X9PP+XX Guaratiba
-40.99583333,-62.79583333,2633+MM Villa Balnearia 7 de Marzo,2633+MM Villa Balnearia 7 de Marzo
52.37083333,4.9625,Zuiderzeeweg 9,Zuiderzeeweg 9
27.29583333,120.2458333,76WW+88 Shanqian Residential District,76WW+88 Shanqian Residential District
32.79583333,13.59583333,QHWW+88 Tajoura,QHWW+88 Tajoura
8.220833333,122.9958333,6XCW+88 Sindangan,6XCW+88 Sindangan
37.6125,126.7958333,8Q98JQ6W+X8,8Q98JQ6W+X8
3.170833333,113.0458333,39,39
-4.970833333,-37.14583333,2VH3+MM Areia Branca - State of Rio Grande do Norte,2VH3+MM Areia Branca - State of Rio Grande do Norte
7.170833333,81.8625,5VC7+82 Sinnamuhattuvaram,5VC7+82 Sinnamuhattuvaram
9.279166667,80.8125,7RH6+MX Mullaitivu,7RH6+MX Mullaitivu
-7.6875,109.1625,8576+FVQ,8576+FVQ
-5.5375,104.5291667,FG7H+2M Kaca Pura,FG7H+2M Kaca Pura
38.82916667,121.3958333,R9HW+M8 Longwangtang Residential District,R9HW+M8 Longwangtang Residential District
40.44583333,120.5875,CHWP+8X Haibinxiang,CHWP+8X Haibinxiang
-8.6125,116.0708333,93QC+28 Jempong Baru,93QC+28 Jempong Baru
-9.479166667,39.65416667,GMC3+8M Mkoe,GMC3+8M Mkoe
41.1375,29.84583333,Ağva Merkez,Ağva Merkez
37.2125,50.27083333,677C+28 Lale Roud,677C+28 Lale Roud
-6.3875,-80.59583333,665XJC63+XM,665XJC63+XM
19.2375,72.82916667,6RPH+XM Mumbai,6RPH+XM Mumbai
-4.8875,-81.12916667,4V6C+X8 San Luis,4V6C+X8 San Luis
34.37083333,120.0875,93CP+8X Touzeng Town,93CP+8X Touzeng Town
17.9125,83.4625,WF66+XX Pedanagamayyapalem,WF66+XX Pedanagamayyapalem
21.79583333,72.2375,Q6WQ+82 Bhavnagar,Q6WQ+82 Bhavnagar
29.32916667,50.6625,8MH6+MX Bidu,8MH6+MX Bidu
19.09583333,105.6708333,3MWC+88 Quỳnh Thọ,3MWC+88 Quỳnh Thọ
26.84583333,119.8291667,RRWH+8M Xiweizhen,RRWH+8M Xiweizhen
5.995833333,80.3125,X8W6+57F Nilasewana Housing Scheme,X8W6+57F Nilasewana Housing Scheme
10.5625,104.1541667,H563+XM Krong Kampot,H563+XM Krong Kampot
23.04583333,113.4958333,2FWW+88 Panyu District,2FWW+88 Panyu District
22.55416667,113.8625,4 Qian Hai Bo Yu,4 Qian Hai Bo Yu
3.420833333,99.32916667,C8CH+8M Nenas Siam,C8CH+8M Nenas Siam
-32.94583333,-58.09583333,3W33+MM Nuevo Berlín,3W33+MM Nuevo Berlín
21.22916667,107.3791667,69HH+MM Tiên Yên District,69HH+MM Tiên Yên District
5.495833333,100.3791667,F9WH+8M Penaga,F9WH+8M Penaga
-31.8625,29.27083333,47QC+28 Mamolweni,47QC+28 Mamolweni
5.3375,100.4041667,8CQ3+2M Perai,8CQ3+2M Perai
33.9625,-118.4541667,6201 Ocean Front Walk,6201 Ocean Front Walk
27.65416667,-110.5875,MC37+M2 Los Algodones,MC37+M2 Los Algodones
25.02916667,121.9291667,Longmen Sports Park [New Taipei City Bus],Longmen Sports Park [New Taipei City Bus]
38.92916667,121.2208333,W6HC+M8 Beihaizhen,W6HC+M8 Beihaizhen
-0.8875,119.8625,4V76+2X7,4V76+2X7
13.52916667,-89.72083333,G7HH+V66,G7HH+V66
9.604166667,124.0041667,J233+JH4,J233+JH4
10.8125,121.9458333,RW6W+X8 San Jose de Buenavista,RW6W+X8 San Jose de Buenavista
7.354166667,99.59583333,9H3W+M8 Thung Krabue,9H3W+M8 Thung Krabue
-6.854166667,109.6791667,4MWH+8M Panjang Baru,4MWH+8M Panjang Baru
20.02083333,106.2125,26C6+8X Hải Hậu District,26C6+8X Hải Hậu District
36.7875,3.3375,Q8PQ+X2 H'raoua,Q8PQ+X2 H'raoua
-6.8125,108.8791667,5VPH+XM Prapag Kidul,5VPH+XM Prapag Kidul
10.15416667,-64.70416667,573W+F49,573W+F49
-7.354166667,112.8375,JRWP+8X Segoro Tambak,JRWP+8X Segoro Tambak
-8.1625,-79.0375,RXQ7+22 Moche,RXQ7+22 Moche
16.4375,81.9625,CXP6+XX Gogannamattam,CXP6+XX Gogannamattam
-1.870833333,109.9625,4XH6+MX Kinjil Pesisir,4XH6+MX Kinjil Pesisir
31.4875,-9.770833333,F6PH+XM Diabat,F6PH+XM Diabat
-1.8625,116.3791667,49QH+2M Muara Pasir,49QH+2M Muara Pasir
4.220833333,103.4375,2990,2990
12.89583333,-16.5625,VCWP+8X Tiobon,VCWP+8X Tiobon
40.50416667,-74.30416667,GM3W+M8 Sayreville,GM3W+M8 Sayreville
22.94583333,70.47083333,WFWC+88 Navlakhi,WFWC+88 Navlakhi
14.25416667,80.12083333,743C+M8 Thamminapatnam,743C+M8 Thamminapatnam
21.04583333,92.2625,27W6+8X Nga Sar Kyue,27W6+8X Nga Sar Kyue
-6.4875,105.8041667,GR63+X95,GR63+X95
-8.4875,-78.87083333,G47H+2M Huancaquito Alto,G47H+2M Huancaquito Alto
18.44583333,121.4375,CCWP+8X Abulug,CCWP+8X Abulug
41.02083333,37.52916667,2GCH+8M Fatsa/Ordu,2GCH+8M Fatsa/Ordu
-6.045833333,106.4958333,XF3W+M8 West Mauk,XF3W+M8 West Mauk
11.14583333,125.0208333,42WC+88 Palo,42WC+88 Palo
17.09583333,42.42083333,3CWC+88 Either Saudi Arabia,3CWC+88 Either Saudi Arabia
9.945833333,99.1625,W5W7+82 Bang Maphrao,W5W7+82 Bang Maphrao
-20.40416667,-40.32083333,HMWH+8M Vila Velha - Ibes,HMWH+8M Vila Velha - Ibes
-10.04583333,39.6875,XM3P+MX Lindi,XM3P+MX Lindi
-5.195833333,119.3875,Jl. Metro Tj. Bunga No.31,Jl. Metro Tj. Bunga No.31
21.27916667,110.3875,79HP+MX Chikan District,79HP+MX Chikan District
13.50416667,100.7041667,GP33+MM Bang Pu Mai,GP33+MM Bang Pu Mai
6.395833333,-57.59583333,9CW3+8M Fort Wellington,9CW3+8M Fort Wellington
19.0625,72.9625,3X66+XX Mumbai,3X66+XX Mumbai
36.32083333,0.645833333,8J9W+X45 ماميMAMI، Ouled Boughalem,8J9W+X45 ماميMAMI، Ouled Boughalem
22.75416667,113.7291667,QP3H+MM Baoan,QP3H+MM Baoan
39.85416667,123.8708333,VV3C+M8 Beijingzizhen,VV3C+M8 Beijingzizhen
-20.9875,-40.8125,R. Quatro,R. Quatro
0.445833333,121.9041667,CWW3+8M Upt Duhiadaa,CWW3+8M Upt Duhiadaa
3.229166667,99.60416667,6JH3+MM Guntung,6JH3+MM Guntung
15.79583333,-86.7875,Q6W7+82 La Ceiba,Q6W7+82 La Ceiba
-32.3375,28.7875,MQ7P+2X Plaatjie,MQ7P+2X Plaatjie
35.7875,10.6875,QMPP+XX Sousse,QMPP+XX Sousse
-26.2875,32.82916667,PR6H+XM Machavene,PR6H+XM Machavene
16.77916667,96.1125,Q4H7+M2 Yangon,Q4H7+M2 Yangon
5.9125,116.0458333,36,36
10.34583333,79.54583333,8GWW+88 Muthupet Lagoon area,8GWW+88 Muthupet Lagoon area
24.9875,121.0208333,Xibin Rd,Xibin Rd
22.55416667,120.3375,No. 100-1號,No. 100-1號
-23.57083333,43.77916667,CQHH+MM Saint Augustin,CQHH+MM Saint Augustin
-2.629166667,116.2458333,96CW+88 Sampanahan Hilir,96CW+88 Sampanahan Hilir
15.20416667,97.8125,6R36+MX Asin,6R36+MX Asin
46.62916667,31.17916667,Vul. Lazurna,Vul. Lazurna
25.27083333,121.4875,7FCP+8X Taiwan,7FCP+8X Taiwan
-32.15416667,28.99583333,RXWW+88 Folokwe,RXWW+88 Folokwe
10.4625,-61.0375,FX77+22 Plum Mitan,FX77+22 Plum Mitan
-6.779166667,-34.95416667,62CW+88 Camurupim,62CW+88 Camurupim
21.2875,92.04583333,72PW+X8 Jaliapalong,72PW+X8 Jaliapalong
13.9375,47.8125,WRP6+XX Al Haibala,WRP6+XX Al Haibala
6.479166667,79.97916667,FXHH+MM Beruwala,FXHH+MM Beruwala
14.92083333,42.94583333,WWCW+88 Jabanah,WWCW+88 Jabanah
15.49583333,108.6541667,FMW3+59,FMW3+59
21.30416667,107.4041667,8C33+MM Tiên Yên District,8C33+MM Tiên Yên District
23.32916667,116.5958333,8HHW+M8 Jinping District,8HHW+M8 Jinping District
-7.195833333,113.1208333,R43C+M8 Disanah,R43C+M8 Disanah
-8.254166667,111.3041667,P8W3+CJ4,P8W3+CJ4
-34.10416667,18.47916667,56 Royal Rd,56 Royal Rd
12.95416667,109.4208333,XC3C+M8 Đông Hòa District,XC3C+M8 Đông Hòa District
9.154166667,80.09583333,533W+M8 Anthoniar Puram,533W+M8 Anthoniar Puram
-5.654166667,138.4208333,8CWC+88 Yausakor,8CWC+88 Yausakor
-6.4375,105.8208333,HR7C+8P6,HR7C+8P6
-8.279166667,113.1708333,P5CC+88 Selok Anyar,P5CC+88 Selok Anyar
10.97916667,-74.32083333,XMHH+MM Puebloviejo,XMHH+MM Puebloviejo
19.6875,-70.35416667,MJPW+X8 La Lometa,MJPW+X8 La Lometa
10.29583333,79.3625,79W7+82 Keezhathottam,79W7+82 Keezhathottam
6.020833333,102.4208333,2CCC+88 Bachok,2CCC+88 Bachok
-6.020833333,106.1541667,X5H3+MM Banten,X5H3+MM Banten
14.60416667,74.32083333,J83C+575,J83C+575
21.79583333,87.87916667,QVWH+CGH,QVWH+CGH
21.12916667,72.70416667,4PH3+MM Surat,4PH3+MM Surat
-12.22083333,-76.9875,Q2H7+M2 Chorrillos,Q2H7+M2 Chorrillos
44.85416667,33.60416667,8GPMVJ33+MM,8GPMVJ33+MM
-35.32083333,-72.40416667,MHHW+M8 Constitucion,MHHW+M8 Constitucion
40.52083333,122.3291667,G8CH+8M Xishi District,G8CH+8M Xishi District
19.62083333,105.8041667,JR93+WFW,JR93+WFW
14.3875,-16.94583333,93Q3+2M Mbour,93Q3+2M Mbour
31.69583333,121.2875,M7WQ+82 Dingpeng Town,M7WQ+82 Dingpeng Town
-16.8875,39.1375,446P+XX Mocareja,446P+XX Mocareja
13.2875,-88.87083333,74PH+XM El Zapote,74PH+XM El Zapote
-7.745833333,114.2958333,772W+M79,772W+M79
-18.2375,178.1708333,Q57C+28 Navua,Q57C+28 Navua
-2.404166667,104.6125,HJW7+82 Penuguan,HJW7+82 Penuguan
1.345833333,111.3458333,88WW+88 Simanggang,88WW+88 Simanggang
37.42916667,120.0125,C2H6+MX Sanshandao Residential District,C2H6+MX Sanshandao Residential District
13.07083333,-16.74583333,37C3+3C4,37C3+3C4
8.6625,76.77083333,MQ7C+52V,MQ7C+52V
21.55416667,109.7625,HQ36+MX Gaoqiaozhen,HQ36+MX Gaoqiaozhen
31.80416667,121.4958333,RF3W+M8 Qidong,RF3W+M8 Qidong
9.545833333,106.2041667,G6W3+8M Cù Lao Dung District,G6W3+8M Cù Lao Dung District
15.89583333,-88.92083333,V3WH+8M Barranco,V3WH+8M Barranco
24.47916667,117.8958333,FVHW+M8 Jiaomei,FVHW+M8 Jiaomei
41.90416667,48.49583333,WF3W+M8 Nyugdi,WF3W+M8 Nyugdi
-7.745833333,113.3875,793P+MX Penambangan,793P+MX Penambangan
-4.045833333,39.67916667,XM3H+MM Mombasa,XM3H+MM Mombasa
37.4125,122.3625,C967+X2 Poyuzhen,C967+X2 Poyuzhen
6.8375,99.7625,RQQ6+2X Pak Nam,RQQ6+2X Pak Nam
-10.94583333,-37.0375,3X37+M2 Barra dos Coqueiros - State of Sergipe,3X37+M2 Barra dos Coqueiros - State of Sergipe
-2.470833333,-79.75416667,G6HW+M8 Santa Domingo Grande,G6HW+M8 Santa Domingo Grande
-33.9875,25.29583333,277W+28 Gqeberha,277W+28 Gqeberha
14.57083333,80.1625,H5C7+82 Kudithipalem,H5C7+82 Kudithipalem
30.07916667,-9.670833333,38HH+MM Sidi R'bat,38HH+MM Sidi R'bat
28.9875,50.92916667,XWPH+XM Bushehr,XWPH+XM Bushehr
10.17083333,-14.02916667,5XCC+88 Boffa,5XCC+88 Boffa
29.0375,121.6291667,2JPH+XM Jiantiaozhen,2JPH+XM Jiantiaozhen
17.17083333,96.84583333,5RCW+88 Shwe-o,5RCW+88 Shwe-o
36.69583333,121.2041667,M6W3+9R6,M6W3+9R6
10.4625,107.1375,F47P+2X Bà Rịa,F47P+2X Bà Rịa
41.7625,129.7791667,QQ6H+XM Chongjin,QQ6H+XM Chongjin
41.5875,19.57083333,HHQC+28 Adriatik,HHQC+28 Adriatik
-11.09583333,-37.1875,WR36+MX Itaporanga d'Ajuda - State of Sergipe,WR36+MX Itaporanga d'Ajuda - State of Sergipe
40.04583333,119.9208333,2WWC+88 Xidianzizhen,2WWC+88 Xidianzizhen
7.245833333,-12.0875,6WW6+8X Kale,6WW6+8X Kale
-14.80416667,-39.0375,Av. Lomanto Júnior,Av. Lomanto Júnior
19.32083333,-96.29583333,8PC3+8M La Antigua,8PC3+8M La Antigua
-7.770833333,39.35416667,69H3+MM Kiombani,69H3+MM Kiombani
-8.345833333,114.3541667,M933+MM Patoman,M933+MM Patoman
34.62916667,119.5125,JGH6+MX Lianyun District,JGH6+MX Lianyun District
5.579166667,-9.729166667,H7HC+M8 Timbo,H7HC+M8 Timbo
-12.29583333,-76.85416667,Lote 17,Lote 17
13.27083333,-16.17083333,7RCH+8M Missira Tenda,7RCH+8M Missira Tenda
15.82916667,-87.3125,RMHP+MX Colorado Barra,RMHP+MX Colorado Barra
6.745833333,124.0291667,P2WH+8M Datu Blah Sinsuat,P2WH+8M Datu Blah Sinsuat
19.4125,-96.32916667,CM6C+X8 Barra de Chachalacas,CM6C+X8 Barra de Chachalacas
-17.45416667,177.6541667,GMW3+8M Nailaga,GMW3+8M Nailaga
10.6625,45.45416667,7H27MF63+XM,7H27MF63+XM
9.7125,104.8541667,PV73+2M Đông Hưng A,PV73+2M Đông Hưng A
-9.7375,-35.82083333,757H+2M Marechal Deodoro - State of Alagoas,757H+2M Marechal Deodoro - State of Alagoas
-0.654166667,-80.30416667,8MWW+88 Salinas,8MWW+88 Salinas
31.49583333,31.42083333,FCWC+88 Al Satamoni,FCWC+88 Al Satamoni
40.1625,49.47083333,5F6C+X8 Sangachal,5F6C+X8 Sangachal
-8.3875,-34.97083333,J26H+XM Ipojuca,J26H+XM Ipojuca
